بسم	bism
سبعين رجلا لميقاتنا	sab’īna rajulal limīqātinā
أخذتهم الرجفة	akhażat-humur-rajfah
فعل السفهاء منا	fa’alas-sufahā`u minnā
إلا فتنتك	illā fitnatuk
تشاء وتهدي	tasyā`u wa tahdī
خير الغافرين	khairul-gāfirīn
إنا هدنا إليك	innā hudnā ilaīk
عذابي أصيب	‘ażābī uṣīb
ورحمتي وسعت	wa raḥmatī wasi’at
فسأكتبها للذين	fa sa`aktubuhā lillażīn
النبي الأمي	an-nabiyyal-ummī
وعزروه ونصروه	wa ‘azzarụhu wa naṣarụh
جميعا الذي	jamī’anillażī
وكلماته واتبعوه	wa kalimātihī wattabi’ụh
وبه يعدلون	wa bihī ya’dilụn
أسباطا أمما	asbāṭan umamā
إذ استسقاه	iżistasqāh
فانبجست	fambajasat
أناس مشربهم	unāsim masyrabahum
المن والسلوى	al-manna was-salwā
من طيبات ما رزقناكم	min ṭayyibāti mā razaqnākum
ولكن كانوا أنفسهم	wa lāking kānū anfusahum
لهم اسكنوا	lahumuskunụ
سنزيد المحسنين	sanazīdul-muḥsinīn
رجزا من السماء	rijzam minas-samā`
حاضرة البحر	hāḍiratal-baḥr
سبتهم شرعا	sabtihim syurra’ā
كذلك نبلوهم	każālika nablụhum
تعظون قوما	ta’iẓụna qaumā
قالوا معذرة	qālụ ma’żirah
بعذاب بئيس	bi’ażābim ba`īs
قردة خاسئين	qiradatan khāsi`īn
تأذن ربك ليبعثن	ta`ażżana rabbuka layab’aṡann
لسريع العقاب	lasarī’ul-‘iqāb
وقطعناهم أمما	wa qaṭṭa’nāhum umamā
بالحسنات والسيئات	bil-ḥasanāti was-sayyi`āt
خلف ورثوا	khalfuw wariṡụ
عرض مثله يأخذوه	‘araḍum miṡluhụ ya`khużụh
ودرسوا ما فيه	wa darasụ mā fīh
والدار الآخرة	wad-dārul-ākhirah
يمسكون بالكتاب	yumassikụna bil-kitāb
أجر المصلحين	ajral-muṣliḥīn
كأنه ظلة	ka`annahụ ẓullah
خذوا ما آتيناكم	khużụ mā ātainākum
ظهورهم ذريتهم وأشهدهم	ẓuhụrihim żurriyyatahum wa asy-hadahum
ألست بربكم	a lastu birabbikum
بلى شهدنا	balā syahidnā
هذا غافلين	hāżā gāfilīn
ذرية من بعدهم	żurriyyatam mim ba’dihim
فعل المبطلون	fa’alal-mubṭilụn
من الغاوين	minal-gāwīn
ولو شئنا لرفعناه	walau syi`nā larafa’nāh
فمثله كمثل الكلب	fa maṡaluhụ kamaṡalil-kalb
تتركه يلهث	tatruk-hu yal-haṡ
فاقصص القصص	faqṣuṣil-qaṣaṣ
ساء مثلا القوم	sā`a maṡalanil-qaum
فهو المهتدي	fa huwal-muhtadī
يضلل فأولئك	yuḍlil fa ulā`ik
ذرأنا لجهنم	żara`nā lijahannam
هم أضل	hum aḍall
يلحدون في أسمائه	yul-ḥidụna fī asmā`ih
يهدون بالحق	yahdụna bil-ḥaqq
بآياتنا سنستدرجهم	bi`āyātinā sanastadrijuhum
وأملي لهم 	wa umlī lahum
كيدي متين	kaidī matīn
يتفكروا ما بصاحبهم	yatafakkarụ mā biṣāḥibihim
نذير مبين	nażīrum mubīn
قد اقترب	qadiqtarab
طغيانهم يعمهون	ṭugyānihim ya’mahụn
أيان مرساها	ayyāna mursāhā
عند ربي	‘inda rabbī
يجليها لوقتها	yujallīhā liwaqtihā
ثقلت في	ṡaqulat fī
لا تأتيكم إلا بغتة	lā ta`tīkum illā bagtah
حفي عنها	ḥafiyyun ‘an-hā
ولكن أكثر الناس	wa lākinna akṡaran-nās
لنفسي نفعا ولا ضرا	linafsī naf’aw wa lā ḍarrā
لاستكثرت من الخير	lastakṡartu minal-khaīr
مسني السوء	massaniyas-sū`
زوجها ليسكن	zaujahā liyaskun
حملا خفيفا فمرت	ḥamlan khafīfan fa marrat
فلما أثقلت دعوا	fa lammā aṡqalad da’awā
آتاهما صالحا	ātāhumā ṣāliḥā
عما يشركون	‘ammā yusyrikụn
أيشركون ما	a yusyrikụna mā
يستطيعون لهم نصرا	yastaṭī’ụna lahum naṣrā
لا يتبعوكم 	lā yattabi’ụkum
أدعوتموهم صامتون	a da’autumụhum ṣāmitụn
فادعوهم فليستجيبوا	fad’ụhum falyastajībụ
أرجل يمشون بها	arjuluy yamsyụna bihā
قل ادعوا شركاءكم	qulid’ụ syurakā`akum
يتولى الصالحين	yatawallaṣ-ṣāliḥīn
يستطيعون نصركم	yastaṭī’ụna naṣrakum
تدعوهم إلى الهدى	tad’ụhum ilal-hudā
وتراهم ينظرون	wa tarāhum yanẓurụn
خذ العفو وأمر	khużil-‘afwa wa`mur
وإما ينزغنك	wa immā yanzagannak
إنه سميع عليم	innahụ samī’un ‘alīm
مسهم طائف	massahum ṭā`if
وإخوانهم يمدونهم	wa ikhwānuhum yamuddụnahum
لولا اجتبيتها	lau lajtabaitahā
إنما أتبع ما	innamā attabi’u mā
هذا بصائر	hāżā baṣā`ir
قرئ القرآن	quri`al-qur`ān
تضرعا وخيفة	taḍarru’aw wa khīfah
عبادته ويسبحونه	‘ibādatihī wa yusabbiḥụnah
عن الأنفال	‘anil-anfāl
قل الأنفال لله	qulil-anfālu lillāh
وأصلحوا ذات	wa aṣliḥụ żāt
آياته زادتهم	iāyātuhụ zādat-hum
يقيمون الصلاة	yuqīmụnaṣ-ṣalāh
هم المؤمنون حقا	humul-mu`minụna ḥaqqā
مغفرة ورزق كريم	magfiratuw wa rizqung karīm
المؤمنين لكارهون	al-mu`minīna lakārihụn
تبين كأنما يساقون	tabayyana ka`annamā yusāqụn
إحدى الطائفتين	iḥdaṭ-ṭā`ifatain
ليحق الحق	liyuḥiqqal-ḥaqq
ممدكم بألف	mumiddukum bi`alf
بشرى ولتطمئن	busyrā wa litaṭma`inn
وما النصر إلا	wa man-naṣru illā
يغشيكم النعاس	yugasysyīkumun-nu’ās
فثبتوا الذين	fa ṡabbitullażīn
فوق الأعناق	fauqal-a’nāq
بأنهم شاقوا	bi`annahum syāqqụ
ذلكم فذوقوه	żālikum fa żụqụh
كفروا زحفا	kafarụ zaḥfā
متحرفا لقتال	mutaḥarrifal liqitāl
رميت إذ رميت	ramaita iż ramait
بلاء حسنا	balā`an ḥasanā
كيد الكافرين	kaidil-kāfirīn
إن تستفتحوا فقد	in tastaftiḥụ fa qad
وإن تنتهوا	wa in tantahụ
وإن تعودوا نعد	wa in ta’ụdụ na’ud
شيئا ولو كثرت	syai`aw walau kaṡurat
تولوا عنه	tawallau ‘an-h
ولا تكونوا كالذين	wa lā takụnụ kallażīn
إن شر الدواب	inna syarrad-dawābb
خيرا لأسمعهم	khairal la`asma’ahum
ولو أسمعهم	walau asma’ahum
لما يحييكم	limā yuḥyīkum
يحول بين المرء	yaḥụlu bainal-mar`
فتنة لا تصيبن	fitnatal lā tuṣībann
قليل مستضعفون	qalīlum mustaḍ’afụn
وتخونوا أماناتكم	wa takhụnū amānātikum
وأولادكم فتنة	wa aulādukum fitnah
فرقانا ويكفر	furqānaw wa yukaffir
يقتلوك أو يخرجوك	yaqtulụka au yukhrijụk
يمكرون يمكر الله	yamkurụna yamkurullāh
أساطير الأولين	asāṭīrul-awwalīn
أو ائتنا بعذاب	awi`tinā bi’ażāb
ليعذبهم وأنت فيهم	liyu’ażżibahum wa anta fīhim
معذبهم يستغفرون	mu’ażżibahum yastagfirụn
كانوا أولياءه	kānū auliyā`ah
أولياؤه إلا المتقون	auliyā`uhū illal-muttaqụn
مكاء وتصدية	mukā`aw wa taṣdiyah
ينفقون أموالهم	yunfiqụna amwālahum
حسرة ثم يغلبون	ḥasratan ṡumma yuglabụn
جهنم يحشرون	jahannama yuḥsyarụn
ليميز الله الخبيث	liyamīzallāhul-khabīṡ
قد سلف	qad salaf
مضت سنت الأولين	maḍat sunnatul-awwalīn
ويكون الدين كله	wa yakụnad-dīnu kulluh
فإن انتهوا فإن	fa inintahau fa inn
وإن تولوا فاعلموا	wa in tawallau fa’lamū
ونعم النصير	wa ni’man-naṣīr
يوم التقى الجمعان	yaumaltaqal jam’ān
بالعدوة القصوى	bil-‘udwatil-quṣwā
تواعدتم لاختلفتم	tawā’attum lakhtalaftum
منامك قليلا	manāmika qalīlā
كثيرا لفشلتم	kaṡīral lafasyiltum
قليلا ويقللكم	qalīlaw wa yuqallilukum
لقيتم فئة فاثبتوا	laqītum fi`atan faṡbutụ
فتفشلوا وتذهب	fa tafsyalụ wa taż-hab
بطرا ورئاء الناس	baṭaraw wa ri`ā`an-nās
لا غالب لكم	lā gāliba lakum
تراءت الفئتان	tarā`atil-fi`atān
مرض غر هؤلاء	maraḍun garra hā`ulā`
يتوكل على الله	yatawakkal ‘alallāh
ترى إذ يتوفى	tarā iż yatawaffī
عذاب الحريق	‘ażābal-ḥarīq
ليس بظلام للعبيد	laisa biẓallāmil lil-‘abīd
فأخذهم الله بذنوبهم	fa akhażahumullāhu biżunụbihim
قوي شديد	qawiyyun syadīd
مغيرا نعمة	mugayyiran ni’mah
وكل كانوا ظالمين	wa kullung kānụ ẓālimīn
عاهدت منهم عهدهم	‘āhatta min-hum ‘ahdahum
فإما تثقفنهم	fa immā taṡqafannahum
خيانة فانبذ	khiyānatan fambiż
يحب الخائنين	yuḥibbul-khā`inīn
كفروا سبقوا	kafarụ sabaqụ
لا يعجزون	lā yu’jizụn
ما استطعتم من قوة	mastaṭa’tum ming quwwah
لا تعلمونهم	lā ta’lamụnahum
الله يعلمهم	allāhu ya’lamuhum
يوف إليكم	yuwaffa ilaikum
جنحوا للسلم	janaḥụ lis-salm
أن يخدعوك حسبك	ay yakhda’ụka ḥasbak
أيدك بنصره	ayyadaka binaṣrih
لو أنفقت ما	lau anfaqta mā
ومن اتبعك	wa manittaba’ak
حرض المؤمنين	ḥarriḍil-mu`minīn
صابرون يغلبوا مائتين	ṣābirụna yaglibụ mi`ataīn
مائة يغلبوا ألفا	mi`atuy yaglibū alfā
الآن خفف	al-āna khaffaf
صابرة يغلبوا مائتين	ṣābiratuy yaglibụ mi`ataīn
ألف يغلبوا ألفين	alfuy yaglibū alfain
أسرى حتى يثخن	asrā ḥattā yuṡkhin
تريدون عرض	turīdụna ‘araḍ
سبق لمسكم	sabaqa lamassakum
غنمتم حلالا	ganimtum ḥalālā
من الأسرى	minal-asrā
يريدوا خيانتك	yurīdụ khiyānatak
آووا ونصروا	āwaw wa naṣarū
من ولايتهم	miw walāyatihim
وإن استنصروكم	wa inistanṣarụkum
أولياء بعض	auliyā`u ba’ḍ
وفساد كبير	wa fasādung kabīr
ونصروا أولئك	wa naṣarū ulā`ik
وأولو الأرحام	wa ulul-ar-ḥām
عاهدتم من المشركين	‘āhattum minal-musyrikīn
أربعة أشهر	arba’ata asy-hur
يوم الحج الأكبر	yaumal-ḥajjil-akbar
غير معجزي الله	gairu mu’jizillāh
ينقصوكم شيئا	yangquṣụkum syai`ā
يحب المتقين	yuḥibbul muttaqīn
فإذا انسلخ الأشهر	fa iżansalakhal-asy-hur
فخلوا سبيلهم	fa khallụ sabīlahum
المشركين استجارك	al-musyrikīnastajārak
فما استقاموا	famastaqāmụ
ولا ذمة	wa lā żimmah
يرضونكم وتأبى	yurḍụnakum wa ta`bā
وأكثرهم فاسقون	wa akṡaruhum fāsiqụn
اشتروا بآيات	isytarau bi`āyāt
يرقبون في مؤمن	yarqubụna fī mu`min
الزكاة فإخوانكم	az-zakāta fa ikhwānukum
فقاتلوا أئمة	fa qātilū a`immah
وهموا بإخراج	wa hammụ bi`ikhrāj
أحق أن تخشوه	aḥaqqu an takhsyauh
ويشف صدور	wa yasyfi ṣudụr
ويذهب غيظ	wa yuż-hib gaiẓ
حسبتم أن تتركوا	ḥasibtum an tutrakụ
أن يعمروا مساجد	ay ya’murụ masājid
حبطت	ḥabiṭat
يعمر مساجد	ya’muru masājid
فعسى أولئك	fa ‘asā ulā`ik
سقاية الحاج	siqāyatal-ḥājj
أعظم درجة	a’ẓamu darajah
الفائزون	al-fā`izụn
ورضوان وجنات	wa riḍwāniw wa jannāt
إن استحبوا الكفر	inistaḥabbul-kufr
وأموال اقترفتموها	wa amwāluniqtaraftumụhā
مواطن كثيرة	mawāṭina kaṡīrah
نجس فلا يقربوا	najasun fa lā yaqrabụ
عيلة فسوف يغنيكم	‘ailatan fa saufa yugnīkum
يدينون دين	yadīnụna dīn
يضاهئون قول	yuḍāhi`ụna qaul
أنى يؤفكون	annā yu`fakụn
ورهبانهم أربابا	wa ruhbānahum arbābā
ليعبدوا إلها	liya’budū ilāhā
يطفئوا نور	yuṭfi`ụ nụr
أرسل رسوله	arsala rasụlah
الأحبار والرهبان	al-aḥbāri war-ruhbān
يكنزون الذهب	yaknizụnaż-żahab
بها جباههم	bihā jibāhuhum
كنزتم لأنفسكم	kanaztum li`anfusikum
عدة الشهور	‘iddatasy-syuhụr
إنما النسيء زيادة	innaman-nasī`u ziyādah
لكم انفروا	lakumunfirụ
أرضيتم بالحياة	a raḍītum bil-ḥayāh
متاع الحياة	matā’ul-ḥayāh
ويستبدل قوما غيركم	wa yastabdil qauman gairakum
تنصروه فقد نصره	tanṣurụhu fa qad naṣarah
وأيده بجنود	wa ayyadahụ bijunụd
هي العليا	hiyal-‘ulyā
انفروا خفافا وثقالا	infirụ khifāfaw wa ṡiqālā
وسفرا قاصدا لاتبعوك	wa safarang qāṣidal lattaba’ụk
لو استطعنا لخرجنا	lawistaṭa’nā lakharajnā
يهلكون أنفسهم	yuhlikụna anfusahum
إنهم لكاذبون	innahum lakāżibụn
عفا الله عنك	‘afallāhu ‘angk
وتعلم الكاذبين	wa ta’lamal-kāżibīn
لا يستأذنك الذين	lā yasta`żinukallażīn
عليم بالمتقين	‘alīmum bil-muttaqīn
ريبهم يترددون	raibihim yataraddadụn
ولو أرادوا الخروج	walau arādul-khurụj
ولأوضعوا خلالكم	wa la`auḍa’ụ khilālakum
سماعون لهم	sammā’ụna lahum
لقد ابتغوا الفتنة	laqadibtagawul-fitnah
يقول ائذن لي	yaqụlu`żal lī
الفتنة سقطوا	al-fitnati saqaṭụ
جهنم لمحيطة	jahannama lamuḥīṭah
حسنة تسؤهم	ḥasanatun tasu`hum
تصبك مصيبة يقولوا	tuṣibka muṣībatuy yaqụlụ
لن يصيبنا	lay yuṣībanā
هو مولانا	huwa maulānā
تربصون بنا	tarabbaṣụna binā
ونحن نتربص	wa naḥnu natarabbaṣ
قل أنفقوا طوعا	qul anfiqụ ṭau’ā
قوما فاسقين	qauman fāsiqīn
نفقاتهم إلا أنهم	nafaqātuhum illā annahum
فلا تعجبك	fa lā tu’jibk
وتزهق أنفسهم	wa taz-haqa anfusuhum
ويحلفون بالله	wa yaḥlifụna billāh
قوم يفرقون	qaumuy yafraqụn
ملجأ أو مغارات	malja`an au magārāt
يلمزك في الصدقات	yalmizuka fiṣ-ṣadaqāt
فإن أعطوا منها	fa in u’ṭụ min-hā
سيؤتينا	sayu`tīnā
الرقاب والغارمين	ar-riqābi wal-gārimīn
يؤذون النبي	yu`żụnan-nabī
ويؤمن للمؤمنين	wa yu`minu lil-mu`minīn
يؤذون رسول	yu`żụna rasụl
لكم ليرضوكم يرضوه	lakum liyurḍụkum yurḍụh
من يحادد	may yuḥādid
الخزي العظيم	al-khizyul-‘aẓīm
يحذر المنافقون	yaḥżarul-munāfiqụn
قل استهزئوا	qulistahzi`ụ
مخرج ما تحذرون	mukhrijum mā taḥżarụn
كنا نخوض ونلعب	kunnā nakhụḍu wa nal’ab
كنتم تستهزئون	kuntum tastahzi`ụn
تعتذروا قد كفرتم	ta’tażirụ qad kafartum
نعف عن طائفة	na’fu ‘an ṭā`ifah
المنافقون والمنافقات	al-munāfiqụna wal-munāfiqāt
ويقبضون أيديهم	wa yaqbiḍụna aidiyahum
نسوا الله فنسيهم	nasullāha fa nasiyahum
إن المنافقين هم	innal-munāfiqīna hum
هي حسبهم	hiya ḥasbuhum
ولعنهم الله	wa la’anahumullāh
عذاب مقيم	‘ażābum muqīm
قوة وأكثر أموالا	quwwataw wa akṡara amwālā
فاستمتعتم بخلاقكم	fastamta’tum bikhalāqikum
مدين والمؤتفكات	madyana wal-mu`tafikāt
أتتهم رسلهم	atat-hum rusuluhum
ليظلمهم ولكن	liyaẓlimahum wa lākin
والمؤمنون والمؤمنات	wal-mu`minụna wal-mu`mināt
عن المنكر ويقيمون	‘anil-mungkari wa yuqīmụn
سيرحمهم الله	sayar-ḥamuhumullāh
ومساكن طيبة	wa masākina ṭayyibah
ورضوان من	wa riḍwānum min
والمنافقين واغلظ	wal-munāfiqīna wagluẓ
ومأواهم جهنم	wa ma`wāhum jahannam
يحلفون بالله	yaḥlifụna billāh
إسلامهم وهموا	islāmihim wa hammụ
أن أغناهم	an agnāhum
فإن يتوبوا يك	fa iy yatụbụ yak
يتولوا يعذبهم	yatawallau yu’ażżib-hum
لنصدقن ولنكونن	lanaṣṣaddaqanna wa lanakụnann
بخلوا به وتولوا	bakhilụ bihī wa tawallaw
فأعقبهم نفاقا	fa a’qabahum nifāqā
سرهم ونجواهم	sirrahum wa najwāhum
يلمزون المطوعين	yalmizụnal-muṭṭawwi’īn
سخر الله	sakhirallāh
استغفر لهم	istagfir lahum
لا تستغفر لهم	lā tastagfir lahum
سبعين مرة	sab’īna marrah
بمقعدهم خلاف	bimaq’adihim khilāfā
أشد حرا	asyaddu ḥarrā
كانوا يفقهون	kānụ yafqahụn
فليضحكوا وليبكوا	falyaḍ-ḥakụ walyabkụ
فاستأذنوك للخروج	fasta`żanụka lil-khurụj
رضيتم بالقعود	raḍītum bil-qu’ụd
فاقعدوا	faq’udụ
تقم على قبره	taqum ‘alā qabrih
تعجبك أموالهم	tu’jibka amwāluhum
الدنيا وتزهق	ad-dun-yā wa taz-haq
أولو الطول	uluṭ-ṭaul
الخوالف وطبع	al-khawālifi wa ṭubi’
معه جاهدوا	ma’ahụ jāhadụ
الأعراب ليؤذن	al-a’rābi liyu`żan
سيصيب الذين	sayuṣībullażīn
الضعفاء ولا	aḍ-ḍu’afā`i wa lā 
المحسنين من سبيل	al-muḥsinīna min sabīl
أتوك لتحملهم	atauka litaḥmilahum
يستأذنونك أغنياء	yasta`żinụnaka agniyā`
الخوالف وطبع	al-khawālifi wa ṭaba’
يعتذرون إليكم	ya’tażirụna ilaikum
والشهادة فينبئكم	wasy-syahādati fa yunabbi`ukum
